Nasabah_ID,Jenis_Kel,Tgl_lahir,Jml_Pinjaman,JW,Kolektibilitas,angsuran_ke,Unit
ULS.000364,P,05/07/1975,12000000,24,L,10,SYARIAH
ULS.000359,P,12/12/1972,12000000,24,L,10,SYARIAH
ULS.000363,P,21/05/1987,15000000,24,L,10,SYARIAH
ULS.000365,P,12/12/1980,12000000,24,L,10,SYARIAH
ULS.000368,P,12/01/1973,12000000,24,L,10,SYARIAH
ULS.000369,P,19/01/1993,15000000,24,L,10,SYARIAH
ULS.000367,P,19/09/1992,15000000,24,L,10,SYARIAH
ULS.000375,P,29/04/1997,15000000,24,L,9,SYARIAH
ULS.000373,P,02/07/1980,15000000,24,L,9,SYARIAH
ULS.000374,P,10/05/1961,15000000,24,L,9,SYARIAH
ULS.000155,P,05/12/1987,15000000,24,L,9,SYARIAH
ULS.000156,P,12/09/1982,15000000,24,L,9,SYARIAH
ULS.000376,P,07/01/1981,10000000,24,L,9,SYARIAH
ULS.000154,P,28/12/1988,15000000,24,L,9,SYARIAH
ULS.000377,P,10/05/1987,15000000,24,L,9,SYARIAH
ULS.000378,P,06/05/1978,15000000,24,L,9,SYARIAH
ULS.000158,P,10/11/1975,15000000,24,L,9,SYARIAH
ULS.000150,P,27/03/1996,15000000,24,L,9,SYARIAH
ULS.000134,P,11/05/1980,15000000,24,L,8,SYARIAH
ULS.000133,P,23/02/1962,12000000,24,L,8,SYARIAH
ULS.000384,P,07/01/1986,12000000,24,L,8,SYARIAH
ULS.000389,P,23/03/1979,15000000,24,L,8,SYARIAH
ULS.000388,P,01/07/1971,15000000,24,L,8,SYARIAH
ULS.000387,P,19/02/1966,15000000,24,L,8,SYARIAH
ULS.000173,P,02/06/1973,15000000,24,L,8,SYARIAH
ULS.000142,P,12/07/1973,15000000,24,L,8,SYARIAH
ULS.000390,P,06/12/1990,15000000,24,L,8,SYARIAH
ULS.000391,P,12/04/1980,15000000,24,L,8,SYARIAH
ULS.000392,P,05/10/1967,15000000,24,L,8,SYARIAH
ULS.000188,P,28/10/1996,15000000,24,L,8,SYARIAH
ULS.000386,P,09/08/1975,15000000,24,L,8,SYARIAH
ULS.000397,P,04/01/1968,15000000,24,L,8,SYARIAH
ULS.000394,P,13/05/1973,15000000,24,L,8,SYARIAH
ULS.000395,P,04/02/1979,15000000,24,L,8,SYARIAH
ULS.000396,P,23/10/1992,15000000,24,L,8,SYARIAH
ULS.000401,P,07/01/1974,15000000,24,L,8,SYARIAH
ULS.000152,P,09/05/1980,15000000,24,L,8,SYARIAH
ULS.000160,P,07/01/1977,15000000,24,L,8,SYARIAH
ULS.000407,P,01/11/1985,15000000,24,L,8,SYARIAH
ULS.000406,P,30/08/1982,15000000,24,L,8,SYARIAH
ULS.000408,P,07/02/1987,15000000,24,L,8,SYARIAH
ULS.000409,P,06/07/1987,15000000,24,L,8,SYARIAH
ULS.000403,P,21/11/1994,15000000,24,L,8,SYARIAH
ULS.000405,P,21/12/1992,12000000,24,L,8,SYARIAH
ULS.000404,P,17/11/1987,12000000,24,L,8,SYARIAH
ULS.000413,P,20/04/1976,12000000,24,L,7,SYARIAH
ULS.000414,P,05/03/1989,12000000,24,L,7,SYARIAH
ULS.000416,P,16/08/1962,12000000,24,L,7,SYARIAH
ULS.000415,P,22/05/1997,12000000,24,L,7,SYARIAH
ULS.000419,P,26/04/1984,15000000,24,L,7,SYARIAH
ULS.000417,P,16/09/1997,12000000,24,L,7,SYARIAH
ULS.000418,P,07/01/1971,15000000,24,L,7,SYARIAH
ULS.000149,P,10/12/1985,12000000,24,L,7,SYARIAH
ULS.000146,P,07/01/1974,12000000,24,L,7,SYARIAH
ULS.000143,P,01/11/1985,15000000,24,L,7,SYARIAH
ULS.000145,P,01/07/1976,12000000,24,L,7,SYARIAH
ULS.000157,P,07/09/1976,15000000,24,L,7,SYARIAH
ULS.000423,P,09/11/1983,15000000,24,L,7,SYARIAH
ULS.000422,P,06/07/1985,15000000,24,L,7,SYARIAH
ULS.000428,P,28/01/1992,15000000,24,L,7,SYARIAH
ULS.000429,P,02/12/1979,10000000,24,L,7,SYARIAH
ULS.000430,P,11/12/1984,15000000,24,L,7,SYARIAH
ULS.000426,P,19/06/1967,15000000,24,L,7,SYARIAH
ULS.000431,P,04/07/1968,15000000,24,L,7,SYARIAH
ULS.000427,P,04/04/1998,15000000,24,L,7,SYARIAH
ULS.000136,P,01/07/1970,15000000,24,L,7,SYARIAH
ULS.000439,P,28/08/1979,15000000,24,L,6,SYARIAH
ULS.000438,P,14/04/1985,15000000,24,L,6,SYARIAH
ULS.000440,P,01/07/1967,15000000,24,L,6,SYARIAH
ULS.000442,P,05/04/1993,15000000,24,L,6,SYARIAH
ULS.000444,P,27/05/1982,15000000,24,L,6,SYARIAH
ULS.000441,P,10/08/1984,15000000,24,L,6,SYARIAH
ULS.000443,P,11/11/1975,10000000,24,L,6,SYARIAH
ULS.000446,P,01/07/1966,10000000,12,L,6,SYARIAH
ULS.000445,P,09/09/1982,10000000,12,L,6,SYARIAH
ULS.000448,P,15/04/1962,15000000,24,L,6,SYARIAH
ULS.000447,P,17/09/1991,15000000,24,L,6,SYARIAH
ULS.000449,P,01/09/1969,15000000,24,L,6,SYARIAH
ULS.000450,P,10/10/1977,13000000,24,L,6,SYARIAH
ULS.000453,P,05/07/1990,15000000,24,L,6,SYARIAH
ULS.000451,P,24/04/1987,15000000,24,L,6,SYARIAH
ULS.000452,P,06/10/1985,15000000,24,L,6,SYARIAH
ULS.000457,P,03/05/1985,15000000,24,L,6,SYARIAH
ULS.000456,P,31/12/1988,15000000,24,L,6,SYARIAH
ULS.000455,P,01/01/1976,12000000,24,L,6,SYARIAH
ULS.000454,P,01/07/1968,12000000,24,L,6,SYARIAH
ULS.000459,P,07/07/1977,15000000,24,L,6,SYARIAH
ULS.000460,P,26/06/1976,15000000,24,L,6,SYARIAH
ULS.000461,P,05/10/1979,15000000,24,L,6,SYARIAH
ULS.000462,P,13/07/1979,15000000,24,L,6,SYARIAH
ULS.000165,P,06/02/1975,15000000,24,L,6,SYARIAH
ULS.000194,P,31/12/1981,15000000,24,L,6,SYARIAH
ULS.000464,P,11/03/1986,15000000,24,L,6,SYARIAH
ULS.000463,P,27/06/1988,15000000,24,L,6,SYARIAH
ULS.000465,P,07/01/1966,12000000,24,L,6,SYARIAH
ULS.000466,P,07/12/1989,12000000,24,L,6,SYARIAH
ULS.000167,P,01/07/1974,15000000,24,L,6,SYARIAH
ULS.000472,P,29/01/1986,15000000,24,L,5,SYARIAH
ULS.000473,P,12/03/1983,10000000,24,L,5,SYARIAH
ULS.000138,P,08/05/1977,15000000,24,L,5,SYARIAH
ULS.000137,P,10/11/1976,15000000,24,L,5,SYARIAH
ULS.000480,P,04/11/1975,13000000,24,L,5,SYARIAH
ULS.000478,P,09/02/1992,13000000,24,L,5,SYARIAH
ULS.000479,P,09/07/1976,13000000,24,L,5,SYARIAH
ULS.000477,P,11/11/1979,15000000,24,L,5,SYARIAH
ULS.000475,P,18/03/1968,15000000,24,L,5,SYARIAH
ULS.000474,P,06/06/1974,15000000,24,L,5,SYARIAH
ULS.000476,P,05/11/1975,15000000,24,L,5,SYARIAH
ULS.000171,P,01/01/1965,15000000,24,L,5,SYARIAH
ULS.000483,P,30/01/1970,10000000,24,L,5,SYARIAH
ULS.000482,P,25/04/1966,15000000,24,L,5,SYARIAH
ULS.000487,P,10/08/1972,10000000,24,L,5,SYARIAH
ULS.000484,P,05/03/1963,10000000,24,L,5,SYARIAH
ULS.000485,P,08/07/1976,10000000,24,L,5,SYARIAH
ULS.000486,P,09/07/1984,12000000,24,L,5,SYARIAH
ULS.000490,P,21/12/1985,15000000,24,L,5,SYARIAH
ULS.000491,P,12/12/1991,15000000,24,L,5,SYARIAH
ULS.000488,P,11/10/1977,15000000,24,L,5,SYARIAH
ULS.000489,P,17/08/1973,10000000,24,L,5,SYARIAH
ULS.000492,P,04/11/1988,13000000,24,L,5,SYARIAH
ULS.000494,P,15/05/1985,12000000,24,L,5,SYARIAH
ULS.000495,P,13/03/1968,12000000,24,L,5,SYARIAH
ULS.000497,P,07/01/1965,15000000,24,L,5,SYARIAH
ULS.000498,P,22/11/1966,12000000,24,L,5,SYARIAH
ULS.000499,P,06/04/1969,13000000,24,L,5,SYARIAH
ULS.000500,P,16/07/1988,12000000,24,L,5,SYARIAH
ULS.000503,P,01/04/1973,15000000,24,L,4,SYARIAH
ULS.000502,P,23/03/1977,15000000,24,L,4,SYARIAH
ULS.000507,P,07/06/1973,15000000,24,L,4,SYARIAH
ULS.000506,P,21/04/1984,15000000,24,L,4,SYARIAH
ULS.000505,P,06/09/1977,15000000,24,L,4,SYARIAH
ULS.000504,P,10/08/1989,15000000,24,L,4,SYARIAH
ULS.000508,P,11/10/1976,10000000,24,L,4,SYARIAH
ULS.000509,P,09/10/1995,13000000,24,L,4,SYARIAH
ULS.000510,P,21/11/1989,12000000,24,L,4,SYARIAH
ULS.000511,P,08/08/1980,15000000,24,L,4,SYARIAH
ULS.000512,P,09/09/1991,15000000,24,L,4,SYARIAH
ULS.000514,P,26/02/1990,12000000,24,L,4,SYARIAH
ULS.000513,P,11/11/1968,15000000,24,L,4,SYARIAH
ULS.000515,P,24/11/1980,12000000,24,L,4,SYARIAH
ULS.000516,P,15/10/1976,10000000,24,L,4,SYARIAH
ULS.000517,P,13/01/1961,15000000,24,L,4,SYARIAH
ULS.000518,P,10/07/1984,10000000,24,L,4,SYARIAH
ULS.000519,P,02/04/1993,10000000,24,L,4,SYARIAH
ULS.000522,P,12/12/1986,15000000,24,L,4,SYARIAH
ULS.000524,P,22/12/1977,15000000,24,L,4,SYARIAH
ULS.000525,P,24/09/1979,15000000,24,L,4,SYARIAH
ULS.000526,P,11/04/1994,13000000,24,L,4,SYARIAH
ULS.000523,P,06/06/1983,15000000,24,L,4,SYARIAH
ULS.000528,P,22/01/1991,15000000,24,L,4,SYARIAH
ULS.000532,P,15/07/1970,10000000,12,L,4,SYARIAH
ULS.000529,P,10/02/1976,10000000,24,L,4,SYARIAH
ULS.000530,P,06/02/1992,12000000,24,L,4,SYARIAH
ULS.000533,P,25/06/1988,12000000,24,L,4,SYARIAH
ULS.000531,P,16/08/1996,12000000,24,L,4,SYARIAH
ULS.000181,P,04/03/1979,12000000,24,L,4,SYARIAH
ULS.000201,P,01/07/1977,15000000,24,L,3,SYARIAH
ULS.000540,P,01/01/1980,12000000,24,L,3,SYARIAH
ULS.000542,P,07/08/1994,12000000,24,L,3,SYARIAH
ULS.000541,P,15/05/1984,10000000,24,L,3,SYARIAH
ULS.000543,P,01/07/1988,10000000,24,L,3,SYARIAH
ULS.000544,P,21/04/1974,10000000,24,L,3,SYARIAH
ULS.000546,P,24/07/1975,10000000,24,L,3,SYARIAH
ULS.000545,P,23/05/1996,15000000,24,L,3,SYARIAH
ULS.000234,P,09/10/1987,15000000,24,L,3,SYARIAH
ULS.000549,P,01/07/1980,13000000,24,L,3,SYARIAH
ULS.000548,P,11/10/1971,13000000,24,L,3,SYARIAH
ULS.000159,P,17/08/1977,15000000,24,L,3,SYARIAH
ULS.000547,P,09/05/1985,10000000,24,L,3,SYARIAH
ULS.000551,P,14/08/1992,13000000,24,L,3,SYARIAH
ULS.000560,P,19/11/1974,12000000,24,L,3,SYARIAH
ULS.000555,P,01/10/1997,10000000,24,L,3,SYARIAH
ULS.000553,P,06/05/1996,10000000,24,L,3,SYARIAH
ULS.000554,P,01/03/1976,10000000,24,L,3,SYARIAH
ULS.000550,P,10/03/1972,10000000,24,L,3,SYARIAH
ULS.000557,P,01/07/1980,10000000,24,L,3,SYARIAH
ULS.000552,P,05/06/1995,10000000,24,L,3,SYARIAH
ULS.000558,P,30/05/1986,12000000,24,L,3,SYARIAH
ULS.000559,P,05/03/1979,12000000,24,L,3,SYARIAH
ULS.000556,P,05/07/1963,12000000,24,L,3,SYARIAH
ULS.000235,P,15/09/1975,15000000,24,L,3,SYARIAH
ULS.000229,P,05/08/1965,12000000,24,L,3,SYARIAH
ULS.000225,P,01/07/1971,15000000,24,L,3,SYARIAH
ULS.000223,P,01/07/1967,15000000,24,L,3,SYARIAH
ULS.000224,P,27/07/1996,15000000,24,L,3,SYARIAH
ULS.000222,P,16/04/1975,15000000,24,L,3,SYARIAH
ULS.000564,P,01/07/1984,10000000,24,L,2,SYARIAH
ULS.000563,P,23/10/1986,10000000,24,L,2,SYARIAH
ULS.000232,P,06/12/1982,15000000,24,L,2,SYARIAH
ULS.000565,P,07/04/1982,10000000,24,L,2,SYARIAH
ULS.000566,P,03/12/1982,10000000,24,L,2,SYARIAH
ULS.000567,P,04/08/1992,12000000,24,L,2,SYARIAH
ULS.000147,P,24/06/1963,13000000,24,L,2,SYARIAH
ULS.000247,P,09/02/1971,12000000,24,L,2,SYARIAH
ULS.000233,P,07/01/1976,15000000,24,L,2,SYARIAH
ULS.000568,P,27/03/1970,10000000,24,L,2,SYARIAH
ULS.000569,P,06/02/1990,10000000,24,L,2,SYARIAH
ULS.000570,P,21/04/1962,10000000,24,L,2,SYARIAH
ULS.000571,P,01/03/1994,10000000,24,L,2,SYARIAH
ULS.000573,P,26/06/1986,10000000,24,L,2,SYARIAH
ULS.000572,P,05/07/1994,10000000,24,L,2,SYARIAH
ULS.000574,P,05/04/1982,13000000,24,L,2,SYARIAH
ULS.000238,P,10/05/1992,15000000,24,L,2,SYARIAH
ULS.000241,P,04/12/1990,15000000,24,L,2,SYARIAH
ULS.000575,P,27/08/1980,12000000,24,L,2,SYARIAH
ULS.000153,P,18/10/1989,10000000,24,L,2,SYARIAH
ULS.000228,P,29/10/1987,12000000,24,L,2,SYARIAH
ULS.000246,P,28/05/1974,15000000,12,L,2,SYARIAH
ULS.000577,P,11/08/1980,12000000,24,L,2,SYARIAH
ULS.000576,P,14/04/1975,12000000,24,L,2,SYARIAH
ULS.000248,P,01/07/1978,12000000,24,L,2,SYARIAH
ULS.000195,P,01/07/1978,10000000,24,L,1,SYARIAH
ULS.000230,P,20/02/1981,12000000,24,L,1,SYARIAH
ULS.000578,P,07/01/1972,10000000,24,L,1,SYARIAH
ULS.000270,P,25/01/1970,15000000,24,L,1,SYARIAH
ULS.000579,P,05/05/1977,13000000,24,L,1,SYARIAH
ULS.000580,P,03/07/1983,10000000,24,L,1,SYARIAH
ULS.000166,P,05/07/1987,15000000,24,L,1,SYARIAH
ULS.000168,P,12/12/1970,15000000,24,L,1,SYARIAH
ULS.000179,P,13/06/1975,15000000,24,L,1,SYARIAH
ULS.000210,P,15/02/1982,12000000,24,L,1,SYARIAH
ULS.000317,P,01/07/1975,15000000,24,L,1,SYARIAH
ULS.000316,P,17/07/1999,15000000,24,L,1,SYARIAH
ULS.000582,P,16/06/1984,13000000,24,L,1,SYARIAH
ULS.000581,P,25/07/1962,10000000,24,L,1,SYARIAH
ULS.000585,P,25/11/1988,13000000,24,L,1,SYARIAH
ULS.000584,P,07/12/1989,15000000,24,L,1,SYARIAH
ULS.000586,P,04/08/1981,10000000,24,L,1,SYARIAH
ULS.000583,P,12/06/1980,12000000,24,L,1,SYARIAH
ULS.000398,P,04/05/1987,30000000,36,L,8,SYARIAH
ULS.000399,L,21/08/1976,50000000,36,L,8,SYARIAH
ULS.000400,P,23/11/1982,30000000,36,L,8,SYARIAH
ULS.000411,L,14/07/1976,20000000,24,L,8,SYARIAH
ULS.000412,P,03/06/1976,40000000,36,L,8,SYARIAH
ULS.000420,P,21/07/1997,50000000,36,L,7,SYARIAH
ULS.000421,L,25/07/1979,30000000,36,L,7,SYARIAH
ULS.000425,P,12/03/1990,50000000,36,L,6,SYARIAH
ULS.000424,L,07/02/1978,35000000,36,L,7,SYARIAH
ULS.000432,L,12/04/1977,20000000,24,L,7,SYARIAH
ULS.000433,P,11/01/1981,25000000,12,L,7,SYARIAH
ULS.000434,P,01/01/1982,30000000,24,L,7,SYARIAH
ULS.000435,P,25/11/1975,20000000,18,L,7,SYARIAH
ULS.000437,L,13/03/1986,30000000,36,L,6,SYARIAH
ULS.000470,L,26/11/1970,20000000,24,L,6,SYARIAH
ULS.000471,L,12/09/1998,30000000,36,L,6,SYARIAH
ULS.000493,L,29/11/1984,35000000,24,L,5,SYARIAH
ULS.000520,P,23/07/1973,30000000,36,L,4,SYARIAH
ULS.000534,L,20/11/1972,50000000,36,L,4,SYARIAH
ULS.000536,L,07/03/1990,35000000,24,L,4,SYARIAH
ULS.000537,L,26/06/1973,50000000,36,L,4,SYARIAH
ULS.000538,L,08/03/1996,20000000,24,L,4,SYARIAH
